ParticipantID|Sender|Onset|Enter|Typingti|Speed|AppOrig.|Text|Recipients|Blocked|KDels|DDels|DIns|DDels*N|DIns*N|TaggedText|CONDITION|BATCH|STAGE
T7LT7L|anon|926820|928481|1661|5|anon|/COLLAPSE|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|928730|928730|0|0|anon|****OTHER PARTICIPANT TRIED TO SELECT ONE OF YOUR ITEMS INSTEAD OF THEIRS|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|921306|929594|8288|1|iamawesome|WERE WING|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T3RT3R|moohooua|928728|929608|880|5|moohooua|/WRIT|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|928466|929847|1381|8|anon|did collapse|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|930261|930261|0|0|moohooua|****OTHER PARTICIPANT TYPED A TYPO|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|928428|930597|2169|3|SK8TRGIRL|/equity|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T3RT3R|moohooua|929920|930870|950|5|moohooua|/next|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|930872|930872|0|0|moohooua|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|931189|933576|2387|6|SK8TRGIRL|ok now do horrid|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|927069|935518|8449|2|Charro|develop - quik - quikcly|, luckycharm|OK|1|1|0|1|0|E|B|BETWEEN|1
T6LT6L|roarrawr|919326|936132|16806|0|roarrawr|u first|, iamawesome|OK|6|5|0|5|0|E|B|BETWEEN|1
T4LT4L|iamawesome|930604|936244|5640|0|iamawesome|/went|, roarrawr|OK|0|2|0|2|0|E|B|BETWEEN|1
T3LT3L|yaya|935646|937070|1424|4|yaya|/horrid|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|934132|938364|4232|1|BananaMan|/inclii|, dsmith|OK|0|1|0|1|0|E|B|BETWEEN|1
T3LT3L|yaya|937400|938368|968|5|yaya|/next|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|938368|938368|0|0|yaya|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|913103|938694|25591|0|luckycharm|ok |, Charro|OK|46|44|0|44|0|E|B|BETWEEN|1
T0RT0R|Charro|936773|939797|3024|5|Charro|try to capitalize|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|938691|939844|1153|3|BananaMan|done|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|937000|939912|2912|3|iamawesome|your turn|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|933608|941085|7477|3|anon|oh wait, that's mine isn't it|, igloo|OK|4|4|0|4|0|E|B|BETWEEN|1
T6LT6L|roarrawr|936473|941418|4945|1|roarrawr|/WERE|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|940567|941799|1232|6|Charro|/restart|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|941805|941805|0|0|Charro|*****The list of items is deleted....start again |, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|933762|941922|8160|3|Bobby-Lee|it says you typo-ed start over.|, moohooua|OK|2|2|0|2|0|E|B|BETWEEN|1
T0LT0L|BananaMan|941065|942522|1457|5|BananaMan|do intel|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|941311|942684|1373|2|SK8TRGIRL|/bae|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T5LT5L|igloo|929160|943200|14040|0|igloo|haha|, anon|OK|19|17|0|17|0|E|B|BETWEEN|1
T3LT3L|yaya|941713|943280|1567|3|yaya|did it|, SK8TRGIRL|OK|2|2|0|2|0|E|B|BETWEEN|1
T6LT6L|roarrawr|942029|943620|1591|3|roarrawr|/WING|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|942131|943689|1558|5|Bobby-Lee|/restart|, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
T5RT5R|spazzN|943318|943901|583|5|spazzN|oh |, jfowkes|OK|0|0|0|0|0|E|BP|BETWEEN|1
T1LT1L|SK8TRGIRL|943092|944371|1279|3|SK8TRGIRL|/bea|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T6LT6L|roarrawr|943826|944591|765|2|roarrawr|go|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|945614|945614|0|0|Bobby-Lee|*****The list of items is deleted....start again |, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
T2LT2L|dsmith|936121|945700|9579|0|dsmith|/INTEL|, BananaMan|OK|0|11|0|11|0|E|B|BETWEEN|1
T0RT0R|Charro|943544|946008|2464|3|Charro|/DEVELOP|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|943555|946010|2455|7|yaya|doens't go through|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|945143|946231|1088|5|Bobby-Lee|/RIGHT|, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|943061|946431|3370|2|anon|/restart|, igloo|OK|0|1|0|1|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|944761|946649|1888|3|SK8TRGIRL|/equity|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T2LT2L|dsmith|945775|946711|936|4|dsmith|done|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|947002|947002|0|0|anon|*****The list of items is deleted....start again |, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|946614|947710|1096|8|Bobby-Lee|your turn|, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|947075|949075|2000|3|Charro|now you|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|947647|949119|1472|5|iamawesome|/restart|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|949124|949124|0|0|iamawesome|*****The list of items is deleted....start again |, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|949073|949274|201|0|Charro||, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|946432|949516|3084|4|anon|kay, you do it|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|948305|950880|2575|5|BananaMan|and nellyphant|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|950340|951739|1399|5|yaya|/restart|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|951782|951782|0|0|yaya|*****The list of items is deleted....start again |, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|950589|951916|1327|3|Charro|/QUIK|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T5LT5L|igloo|950766|953245|2479|3|igloo|/COLLAPSE|, anon|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|952678|953245|567|7|BananaMan|yes?|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|944342|953593|9251|0|luckycharm|/QUIKCLY|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|952709|954285|1576|8|yaya|let's restart|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T9RT9R|jfowkes|937724|954463|16739|0|jfowkes|/next|, spazzN|OK|0|1|0|1|0|E|BP|BETWEEN|1
T3RT3R|moohooua|950543|954926|4383|4|moohooua|it is writ, right?|, Bobby-Lee|OK|2|2|0|2|0|E|B|BETWEEN|1
T5RT5R|spazzN|945654|955636|9982|2|spazzN|okay did u type /BAE|, jfowkes|OK|7|7|0|7|0|E|BP|BETWEEN|1
server|server|955894|955894|0|0|jfowkes|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, spazzN|OK|0|0|0|0|0|E|BP|BETWEEN|1
T2LT2L|dsmith|952299|956106|3807|2|dsmith|/NELLYPHANT|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
T5LT5L|igloo|955182|957743|2561|4|igloo|did collapse|, anon|OK|1|1|0|1|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|947085|957961|10876|0|SK8TRGIRL|/bae|, yaya|OK|0|32|0|32|0|E|B|BETWEEN|1
T2LT2L|dsmith|956162|958236|2074|1|dsmith|yep|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|958372|959417|1045|3|SK8TRGIRL|/bea|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|952517|959709|7192|1|iamawesome|/service|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|953302|959897|6595|1|anon|/COLOUR|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|956806|959936|3130|1|BananaMan|/water|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|959949|960630|681|7|BananaMan|/next|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|960673|960673|0|0|server|Your score is: 35--Sort the following words in alphabetical order:---BEEN-BEANHURRY-WHATWHEN-|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|960674|960674|0|0|server|Your score is: 32--Sort the following words in alphabetical order:---WHERENOT-EQUITY-|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|960682|960682|0|0|BananaMan|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|960020|961428|1408|7|anon|did colour|, igloo|OK|1|1|0|1|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|959920|961590|1670|4|SK8TRGIRL|/equity|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|956290|962753|6463|0|luckycharm|/NEXT|, Charro|OK|0|12|0|12|0|E|B|BETWEEN|1
server|server|962759|962759|0|0|server|Your score is: 12--Sort the following words in alphabetical order:---FASTEST-MULTI-|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|962759|962759|0|0|luckycharm|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|962759|962759|0|0|server|Your score is: 3--Sort the following words in alphabetical order:---AWARE-|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|961771|963471|1700|7|SK8TRGIRL|ok now do it|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|959849|963521|3672|1|iamawesome|/went|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T3RT3R|moohooua|960914|963674|2760|2|moohooua|/WORSE|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T5RT5R|spazzN|960643|963753|3110|2|spazzN|/restart|, jfowkes|OK|0|0|0|0|0|E|BP|BETWEEN|1
server|server|963756|963756|0|0|spazzN|*****The list of items is deleted....start again |, jfowkes|OK|0|0|0|0|0|E|BP|BETWEEN|1
T1RT1R|Bobby-Lee|959035|964388|5353|2|Bobby-Lee|WRITE. srry|, moohooua|OK|3|3|0|3|0|E|B|BETWEEN|1
T4LT4L|iamawesome|964489|964889|400|10|iamawesome|done|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T9RT9R|jfowkes|962946|965114|2168|1|jfowkes|yeah|, spazzN|OK|0|0|0|0|0|E|BP|BETWEEN|1
T0RT0R|Charro|964522|965890|1368|2|Charro|yay|, luckycharm|OK|2|2|0|2|0|E|B|BETWEEN|1
T3RT3R|moohooua|964236|967053|2817|2|moohooua|/WRITE|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|962052|969050|6998|3|BananaMan|BEEN BEANHURRY WHATWHEN|, dsmith|OK|2|2|0|2|0|E|B|BETWEEN|1
T3RT3R|moohooua|967951|969103|1152|4|moohooua|/next|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|966514|969705|3191|6|Charro|we need to capitalize|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|954531|969795|15264|2|yaya|and then you typed mine (BEA) (EQUITY) (BAE)|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|970178|970178|0|0|server|Your score is: 37--Sort the following words in alphabetical order:---THINKSO-ALERT-|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|970178|970178|0|0|moohooua|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|970178|970178|0|0|server|Your score is: 28--Sort the following words in alphabetical order:---QUIK-QUIKCLY-|, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
T2LT2L|dsmith|965039|970593|5554|4|dsmith|"wherenot" and "equity"|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|964094|971662|7568|4|luckycharm|HAHA we were forgetting to hit next|, Charro|OK|4|4|0|4|0|E|B|BETWEEN|1
T6LT6L|roarrawr|966059|971722|5663|0|roarrawr|/WERE|, iamawesome|OK|0|1|0|1|0|E|B|BETWEEN|1
T3LT3L|yaya|970202|972043|1841|3|yaya|/horrid|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T6LT6L|roarrawr|972141|972874|733|6|roarrawr|/WING|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|972332|973716|1384|3|yaya|/next|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|973734|973734|0|0|server|Your score is: 27--Sort the following words in alphabetical order:---PP-THEN-|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|973734|973734|0|0|server|Your score is: 24--Sort the following words in alphabetical order:---QQQQ-|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|973735|973735|0|0|yaya|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T5LT5L|igloo|963115|974163|11048|0|igloo|/WORTHWHILE|, anon|OK|0|12|0|122|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|972666|974731|2065|3|Bobby-Lee|THINKSO|, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
T5LT5L|igloo|974301|974932|631|6|igloo|done|, anon|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|974658|975122|464|6|yaya|yes|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T6LT6L|roarrawr|973534|975141|1607|3|roarrawr|/next|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|975240|975240|0|0|server|Your score is: 37--Sort the following words in alphabetical order:---RANGLE-|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|975240|975240|0|0|roarrawr|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|975240|975240|0|0|server|Your score is: 57--Sort the following words in alphabetical order:---RANGLE-RANKEDIN-QQQQ-TIME-|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T3RT3R|moohooua|972193|975961|3768|3|moohooua|quik, quikcly|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|973581|976053|2472|4|BananaMan|you do two|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|975061|976342|1281|3|Bobby-Lee|ALERT|, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|976083|976530|447|8|yaya|done|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|965783|977419|11636|0|anon|/WRITE|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|976923|978051|1128|5|iamawesome|RANGLE|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|977632|978639|1007|4|anon|/next|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|979014|979014|0|0|server|Your score is: 43--Sort the following words in alphabetical order:---NNNNN-|, anon|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|979014|979014|0|0|server|Your score is: 23--Sort the following words in alphabetical order:---RANGLE-QQQQ-OOOO-|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|979014|979014|0|0|anon|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|972510|979533|7023|5|luckycharm|you have to hit next when youre done|, Charro|OK|4|3|0|3|0|E|B|BETWEEN|1
T0RT0R|Charro|971226|980121|8895|2|Charro|i have FASTEST and MULTI|, luckycharm|OK|4|2|0|2|0|E|B|BETWEEN|1
T7LT7L|anon|979943|981411|1468|3|anon|NNNNN|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T3RT3R|moohooua|976232|981891|5659|2|moohooua|(as spelled)|, Bobby-Lee|OK|8|8|0|8|0|E|B|BETWEEN|1
T6LT6L|roarrawr|976909|981901|4992|5|roarrawr|RANGLE RANKEDIN QQQQ TIME|, iamawesome|OK|1|1|0|1|0|E|B|BETWEEN|1
T7LT7L|anon|981852|982800|948|12|anon|five of them|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|978246|983670|5424|2|yaya|mine: (QQQQ)|, SK8TRGIRL|OK|6|6|0|6|0|E|B|BETWEEN|1
T0RT0R|Charro|983965|984437|472|4|Charro|ok|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|983822|984702|880|5|luckycharm|aware|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|984358|984871|513|7|yaya|urs?|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T2LT2L|dsmith|978903|985268|6365|1|dsmith|/BEANHURRY|, BananaMan|OK|0|2|0|2|0|E|B|BETWEEN|1
T0LT0L|BananaMan|983027|986547|3520|7|BananaMan|say done when you're done|, dsmith|OK|1|1|0|1|0|E|B|BETWEEN|1
T3RT3R|moohooua|985540|986597|1057|6|moohooua|i'll go|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T2LT2L|dsmith|985712|987709|1997|2|dsmith|/BEEN|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
T6LT6L|roarrawr|981654|987862|6208|0|roarrawr|u go|, iamawesome|OK|5|4|0|4|0|E|B|BETWEEN|1
T2LT2L|dsmith|987848|989127|1279|3|dsmith|done|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
T3RT3R|moohooua|987271|989490|2219|2|moohooua|/ALERT|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|988149|989885|1736|5|luckycharm|so u first|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|988529|990224|1695|2|Charro|i go|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T9RT9R|jfowkes|980173|990918|10745|0|jfowkes|hello|, spazzN|OK|1|1|0|1|0|E|BP|BETWEEN|1
T1LT1L|SK8TRGIRL|980389|992014|11625|0|SK8TRGIRL|pp and then|, yaya|OK|32|29|0|29|0|E|B|BETWEEN|1
T5LT5L|igloo|985944|992744|6800|3|igloo|RANGLE     QQQQ    OOOO|, anon|OK|0|0|0|0|0|E|B|BETWEEN|1
T3RT3R|moohooua|991903|993247|1344|6|moohooua|your turn|, Bobby-Lee|OK|0|0|0|0|0|E|B|BETWEEN|1
T0LT0L|BananaMan|990649|993545|2896|2|BananaMan|/equity|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|990351|993967|3616|2|Charro|then you|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|990156|995124|4968|1|Bobby-Lee|/quik|, moohooua|OK|0|1|0|1|0|E|B|BETWEEN|1
T4LT4L|iamawesome|984848|995752|10904|0|iamawesome|/RANGLE|, roarrawr|OK|0|3|0|3|0|E|B|BETWEEN|1
T0LT0L|BananaMan|994149|996880|2731|0|BananaMan|GO|, dsmith|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|995332|997491|2159|2|Charro|/AWARE|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|996368|998053|1685|5|SK8TRGIRL|so do then|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|996138|998708|2570|2|anon|do mine|, igloo|OK|1|1|0|1|0|E|B|BETWEEN|1
T2RT2R|luckycharm|992944|998728|5784|1|luckycharm|/fastest|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
T5RT5R|spazzN|982843|999636|16793|0|spazzN|yea|, jfowkes|OK|0|0|0|0|0|E|BP|BETWEEN|1
T3LT3L|yaya|996642|999890|3248|0|yaya|/pp|, SK8TRGIRL|OK|0|7|0|7|0|E|B|BETWEEN|1
T0RT0R|Charro|997940|999899|1959|3|Charro|now you|, luckycharm|OK|2|2|0|2|0|E|B|BETWEEN|1
T4LT4L|iamawesome|996642|1000682|4040|2|iamawesome|/RANKEDIN|, roarrawr|OK|0|3|0|3|0|E|B|BETWEEN|1
T2RT2R|luckycharm|999508|1001084|1576|3|luckycharm|/multi|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
T1LT1L|SK8TRGIRL|1001171|1002482|1311|6|SK8TRGIRL|i mean pp|, yaya|OK|0|0|0|0|0|E|B|BETWEEN|1
T5LT5L|igloo|998744|1002488|3744|1|igloo|/NNNNN|, anon|OK|0|1|0|1|0|E|B|BETWEEN|1
T2RT2R|luckycharm|1001734|1002694|960|5|luckycharm|/next|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1002727|1002727|0|0|server|Your score is: 15--Sort the following words in alphabetical order:---CARPET-|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1002727|1002727|0|0|server|Your score is: 6--Sort the following words in alphabetical order:---CARS2-PET-|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1002728|1002728|0|0|luckycharm|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|1000842|1003114|2272|2|iamawesome|/QQQQ|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|995625|1003152|7527|1|Bobby-Lee|/quikcly|, moohooua|OK|0|1|0|1|0|E|B|BETWEEN|1
T5LT5L|igloo|1003104|1004104|1000|4|igloo|done|, anon|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|1003259|1004195|936|5|iamawesome|/TIME|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T1RT1R|Bobby-Lee|1003449|1004578|1129|4|Bobby-Lee|/next|, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1004620|1004620|0|0|Bobby-Lee|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, moohooua|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|1003994|1005010|1016|3|luckycharm|yay!|, Charro|OK|0|0|0|0|0|E|B|BETWEEN|1
T6LT6L|roarrawr|1003537|1005300|1763|11|roarrawr|its all on u i guess|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|1004462|1005390|928|8|yaya|i did pp|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T9RT9R|jfowkes|998510|1005665|7155|0|jfowkes|/BAE|, spazzN|OK|0|3|0|3|0|E|BP|BETWEEN|1
server|server|1005719|1005719|0|0|jfowkes|****OTHER PARTICIPANT TRIED TO SELECT ONE OF YOUR ITEMS INSTEAD OF THEIRS|, spazzN|OK|0|0|0|0|0|E|BP|BETWEEN|1
T2LT2L|dsmith|1003456|1006077|2621|3|dsmith|.WHATWHEN|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
T4LT4L|iamawesome|1004973|1006214|1241|4|iamawesome|/next|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1006349|1006349|0|0|iamawesome|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, roarrawr|OK|0|0|0|0|0|E|B|BETWEEN|1
T3LT3L|yaya|1006120|1007440|1320|7|yaya|nowur turn|, SK8TRGIRL|OK|0|0|0|0|0|E|B|BETWEEN|1
T0RT0R|Charro|1006085|1007645|1560|3|Charro|carpet|, luckycharm|OK|0|0|0|0|0|E|B|BETWEEN|1
T2LT2L|dsmith|1007222|1009344|2122|4|dsmith|/WHATWHEN|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|1000317|1009661|9344|0|anon|/OOOO|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T6LT6L|roarrawr|1010096|1011032|936|8|roarrawr|/restart|, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|1009903|1011061|1158|4|anon|/QQQQ|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1012001|1012001|0|0|roarrawr|*****The list of items is deleted....start again |, iamawesome|OK|0|0|0|0|0|E|B|BETWEEN|1
T2LT2L|dsmith|1009494|1012193|2699|5|dsmith|woops, okay go|, BananaMan|OK|0|0|0|0|0|E|B|BETWEEN|1
T7LT7L|anon|1011133|1012232|1099|6|anon|/RANGLE|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
T2RT2R|luckycharm|1006377|1012921|6544|1|luckycharm|cars2 and pet|, Charro|OK|3|2|0|2|0|E|B|BETWEEN|1
T7LT7L|anon|1012412|1013123|711|7|anon|/next|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1013216|1013216|0|0|server|Your score is: 47--Sort the following words in alphabetical order:---ARGUING-|, anon|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1013216|1013216|0|0|server|Your score is: 27--Sort the following words in alphabetical order:---NELLYPHANT-WATER-BACKG-|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
server|server|1013216|1013216|0|0|anon|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, igloo|OK|0|0|0|0|0|E|B|BETWEEN|1
